C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_20_599.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_20_599.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_20_599.jpg, 0, 0, 0, 7.729777E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_20_701.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_20_701.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_20_701.jpg, 0, 0, 0, 7.933339E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_20_803.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_20_803.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_20_803.jpg, 0, 0, 0, 7.883469E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_20_904.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_20_904.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_20_904.jpg, 0, 0, 0, 8.19667E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_006.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_006.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_006.jpg, 0, 0, 0, 7.788216E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_107.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_107.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_107.jpg, 0, 0, 0, 8.094445E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_210.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_210.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_210.jpg, 0, 0, 0, 7.907553E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_312.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_312.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_312.jpg, 0, 0, 0, 7.821304E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_414.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_414.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_414.jpg, 0, 0, 0, 7.819201E-05
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_517.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_517.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_517.jpg, 0, 0.2218728, 0, 0.0996497
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_619.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_619.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_619.jpg, 0, 0.509507, 0, 0.552375
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_720.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_720.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_720.jpg, 0, 0.8154361, 0, 1.412176
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_825.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_825.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_825.jpg, 0, 1, 0, 2.554783
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_21_925.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_21_925.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_21_925.jpg, 0, 1, 0, 3.727099
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_027.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_027.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_027.jpg, 0, 1, 0, 4.896801
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_129.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_129.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_129.jpg, 0, 1, 0, 6.053834
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_232.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_232.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_232.jpg, 0, 0.7449821, 0, 7.026289
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_335.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_335.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_335.jpg, -0.0694859, 0.3852805, 0, 7.711354
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_435.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_435.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_435.jpg, -0.3706643, 0.08410212, 0, 7.856949
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_538.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_538.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_538.jpg, -0.6792566, 0, 0, 7.701652
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_638.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_638.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_638.jpg, -0.3919475, 0, 0, 7.62747
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_739.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_739.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_739.jpg, -0.09231985, 0, 0, 7.554244
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_843.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_843.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_843.jpg, 0, 0, 0, 7.4691
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_22_946.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_22_946.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_22_946.jpg, 0, 0, 0, 7.393833
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_047.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_047.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_047.jpg, -0.08225305, 0, 0, 7.318462
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_147.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_147.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_147.jpg, -0.3689063, 0, 0, 7.212658
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_250.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_250.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_250.jpg, -0.6192018, 0, 0, 7.070025
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_352.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_352.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_352.jpg, -0.3213028, 0, 0, 7.010581
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_458.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_458.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_458.jpg, 0, 0, 0, 6.919966
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_562.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_562.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_562.jpg, 0, 0, 0, 6.848979
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_663.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_663.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_663.jpg, 0, 0, 0, 6.780204
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_767.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_767.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_767.jpg, -0.2822899, 0, 0, 6.695784
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_871.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_871.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_871.jpg, -0.5803736, 0, 0, 6.570303
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_23_974.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_23_974.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_23_974.jpg, -0.9300471, 0, 0, 6.375977
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_076.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_076.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_076.jpg, -0.8694071, 0, 0, 6.258663
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_177.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_177.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_177.jpg, -0.5669452, 0, 0, 6.223935
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_281.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_281.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_281.jpg, -0.2670208, 0, 0, 6.176943
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_386.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_386.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_386.jpg, 0, 0, 0, 6.108717
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_489.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_489.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_489.jpg, 0, 0.144503, 0, 6.101801
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_591.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_591.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_591.jpg, 0, 0.4519137, 0, 6.437972
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_697.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_697.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_697.jpg, 0, 0.3438285, 0, 7.067686
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_797.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_797.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_797.jpg, 0, 0.04315762, 0, 7.211884
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_24_900.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_24_900.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_24_900.jpg, 0, 0, 0, 7.142343
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_003.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_003.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_003.jpg, 0, 0, 0, 7.07068
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_107.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_107.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_107.jpg, 0, 0, 0, 6.999734
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_208.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_208.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_208.jpg, -0.05612405, 0, 0, 6.928932
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_309.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_309.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_309.jpg, -0.3493755, 0, 0, 6.832036
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_411.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_411.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_411.jpg, -0.6180497, 0, 0, 6.699034
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_515.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_515.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_515.jpg, -0.258227, 0, 0, 6.629585
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_615.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_615.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_615.jpg, 0, 0, 0, 6.556705
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_717.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_717.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_717.jpg, 0, 0.08710685, 0, 6.512074
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_823.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_823.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_823.jpg, 0, 0.3867198, 0, 6.758708
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_25_925.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_25_925.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_25_925.jpg, 0, 0.6780241, 0, 7.362176
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_025.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_025.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_025.jpg, 0, 0.9794256, 0, 8.318456
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_129.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_129.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_129.jpg, 0, 1, 0, 9.440763
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_231.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_231.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_231.jpg, 0, 1, 0, 10.55364
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_336.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_336.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_336.jpg, 0, 1, 0, 12.00306
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_441.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_441.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_441.jpg, 0, 1, 0, 12.98305
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_544.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_544.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_544.jpg, 0, 1, 0, 14.03577
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_648.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_648.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_648.jpg, 0, 1, 0, 15.0327
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_752.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_752.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_752.jpg, 0, 1, 0, 16.18967
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_854.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_854.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_854.jpg, 0, 1, 0, 17.43189
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_26_957.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_26_957.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_26_957.jpg, -0.1845556, 0.8154444, 0, 18.38568
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_061.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_061.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_061.jpg, -0.4832238, 0.5167761, 0, 18.89003
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_164.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_164.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_164.jpg, -0.7742313, 0.2257687, 0, 18.88625
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_269.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_269.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_269.jpg, -1, 0, 0, 18.52478
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_375.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_375.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_375.jpg, -0.9325031, 0, 0, 18.11249
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_478.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_478.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_478.jpg, -0.6227589, 0, 0, 17.82451
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_580.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_580.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_580.jpg, -0.3289093, 0, 0, 17.82492
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_685.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_685.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_685.jpg, -0.02038508, 0, 0, 17.52087
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_790.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_790.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_790.jpg, 0, 0, 0, 17.41793
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_890.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_890.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_890.jpg, 0, 0, 0, 17.14904
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_27_991.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_27_991.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_27_991.jpg, 0.1724783, 0, 0, 16.99559
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_28_092.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_28_092.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_28_092.jpg, 0.4707965, 0, 0, 16.72346
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_28_198.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_28_198.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_28_198.jpg, 0.4793226, 0, 0, 16.37317
C:\Deep-Learning\Finalproject\train\IMG\center_2019_03_25_10_00_28_300.jpg, C:\Deep-Learning\Finalproject\train\IMG\left_2019_03_25_10_00_28_300.jpg, C:\Deep-Learning\Finalproject\train\IMG\right_2019_03_25_10_00_28_300.jpg, 0.1912681, 0, 0, 16.19162
